번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
5333,동물병원,02_03_01_P,3670000,3.67E+17,20190418,,1,영업/정상,0,정상,,,,,427197566,,,대전광역시 유성구 봉명동 548-11,대전광역시 유성구 계룡로 131 (봉명동),34187,24시 성심동물메디컬센터,2.02E+13,U,2022-10-06 2:40,,230922.6889,316964.0232,동물병원,,0,0
5334,동물병원,02_03_01_P,5080000,5.08E+17,20190424,,1,영업/정상,0,정상,,,,,054-462-0075,0,,경상북도 구미시 광평동 792-21번지 홈플러스 구미광평점,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 2층 (광평동)",39347,도그플러스 동물병원,2.02E+13,I,2019-04-26 2:20,,322735.286,290001.1074,동물병원,,0,
5335,동물병원,02_03_01_P,3200000,3.20E+17,20190403,,1,영업/정상,0,정상,,,,,02-6956-2475,0,,서울특별시 관악구 봉천동 1673-21 1층 103호,"서울특별시 관악구 남부순환로 1861, 1층 103호 (봉천동)",8739,24시 굿케어동물의료센터,2.02E+13,U,2022-09-03 2:40,,196120.0397,441980.4754,동물병원,,0,0
5336,동물병원,02_03_01_P,3090000,3.09E+17,20190418,,1,영업/정상,0,정상,,,,,6369-0075,,,서울특별시 도봉구 도봉동 623-103번지 1층,"서울특별시 도봉구 마들로 695, 1층 (도봉동)",1328,빛가온동물병원,2.02E+13,I,2019-04-20 2:20,,204021.1148,463311.6513,동물병원,,0,
5337,동물병원,02_03_01_P,3080000,3.08E+17,20190424,,1,영업/정상,0,정상,,,,,02-946-0011,108,,서울특별시 강북구 미아동 561-2번지 현대성우아파트 102동 110호,"서울특별시 강북구 삼양로24길 19, 102동 110호 (미아동, 현대성우아파트)",1201,아이사랑동물병원,2.02E+13,I,2019-04-26 2:20,,201882.0268,457207.4598,동물병원,,0,
5338,동물병원,02_03_01_P,5600000,5.60E+17,20190426,,1,영업/정상,0,정상,,,,,031-535-8037,502.4,,경기도 포천시 신북면 기지리 818-12,경기도 포천시 신북면 호국로 2013,11139,누리팜동물병원,2.02E+13,U,2021-10-30 2:40,,219597.7206,491952.576,동물병원,,0,0
5339,동물병원,02_03_01_P,3300000,3.30E+17,20190408,,1,영업/정상,0,정상,,,,,051-529-2991,0,,부산광역시 동래구 안락동 299-3번지,부산광역시 동래구 충렬대로 435 (안락동),47791,대일종합동물병원,2.02E+13,U,2019-05-09 2:40,,391745.0539,190618.1055,동물병원,,0,
5340,동물병원,02_03_01_P,3010000,3.01E+17,20190401,,1,영업/정상,0,정상,,,,,02-2232-9702,144,,서울특별시 중구 신당동 353-130,"서울특별시 중구 다산로 83-1, 3층 (신당동)",4599,애니컴 메디컬센터,2.02E+13,U,2021-06-17 2:40,,200640.4663,449978.4936,동물병원,,0,0
5341,동물병원,02_03_01_P,3990000,3.99E+17,20190514,,1,영업/정상,0,정상,,,,,031-994-7599,,,경기도 남양주시 다산동 6089-3번지,"경기도 남양주시 다산중앙로 109, 205호 (다산동)",12248,자연앤동물병원,2.02E+13,U,2020-02-07 2:40,,,,동물병원,,0,
5342,동물병원,02_03_01_P,5470000,5.47E+17,20190501,,1,영업/정상,0,정상,,,,,,87.75,,경상남도 거창군 거창읍 대평리 1498-15번지 왕우렁쌈밥,"경상남도 거창군 거창읍 거함대로5길 71, 왕우렁쌈밥",50145,우리동물병원,2.02E+13,U,2019-05-10 2:40,,283376.0167,242960.7274,동물병원,,0,
5343,동물병원,02_03_01_P,5400000,5.40E+17,20190408,,1,영업/정상,0,정상,,,,,,25.62,,경상남도 함안군 칠서면 청계리 736-7번지 칠서편의점,경상남도 함안군 칠서면 청계2길 25-3,52014,JM서울동물병원(산업동물출장진료전문),2.02E+13,I,2019-04-10 2:20,,336179.2719,204792.1146,동물병원,,0,
5344,동물병원,02_03_01_P,3990000,3.99E+17,20190524,,1,영업/정상,0,정상,,,,,5657553,,,"경기도 남양주시 다산동 6053번지 다산진건지구 상업2-7-1,2","경기도 남양주시 다산순환로 350, KB 골든타워 1층 110호 (다산동)",12285,다산마리동물병원,2.02E+13,I,2019-05-26 2:20,,,,동물병원,,0,
5345,동물병원,02_03_01_P,5100000,5.10E+17,20190503,,1,영업/정상,0,정상,,,,,,80,,경상북도 영천시 북안면 임포리 244번지 범진아파트,"경상북도 영천시 북안면 임포역길 84, 범진아파트 2동 2층 2호",38907,별빛동물병원,2.02E+13,I,2019-05-05 2:20,,381419.5519,270556.1576,동물병원,,0,
5346,동물병원,02_03_01_P,3230000,3.23E+17,20190524,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 거여동 20-5번지 정림빌딩,"서울특별시 송파구 오금로 473, 정림빌딩 (거여동)",5744,온마음 동물메디컬센터,2.02E+13,I,2019-05-26 2:20,,212481.1143,443607.2504,동물병원,,0,
5347,동물병원,02_03_01_P,4010000,4.01E+17,20190410,,1,영업/정상,0,정상,,,,,,0,,경기도 시흥시 은행동 34번지,"경기도 시흥시 은계번영길 11, 은계프라자 202, 203, 204호 (은행동)",14923,고래 동물병원,2.02E+13,U,2019-06-22 2:40,,182418.8336,437254.9757,동물병원,,0,
5348,동물병원,02_03_01_P,4050000,5.63E+17,20190521,,1,영업/정상,0,정상,,,,,,,,경기도 용인시 기흥구 청덕동 528-1번지,"경기도 용인시 기흥구 구성로279번길 17, 1층 (청덕동)",16914,따스한 동물병원,2.02E+13,I,2019-05-23 2:21,,212446.8764,421022.2436,동물병원,,0,
5349,동물병원,02_03_01_P,6510000,6.51E+17,20190528,,1,영업/정상,0,정상,,,,,064-725-7579,80.53,,제주특별자치도 제주시 이도이동 1860-1번지,"제주특별자치도 제주시 중앙로 273, 나라키움 1층 106호 (이도이동)",63210,제주 키움 동물병원,2.02E+13,I,2019-05-30 2:20,,156503.9831,86.58075713,동물병원,,0,
5350,동물병원,02_03_01_P,3110000,3.11E+17,20190507,,1,영업/정상,0,정상,,,,,02-6964-8276,0,,서울특별시 은평구 녹번동 215,서울특별시 은평구 은평로 213 (녹번동),3383,치유동물의료센터,2.02E+13,U,2022-05-12 2:40,,193868.1549,455457.0167,동물병원,,0,0
5351,동물병원,02_03_01_P,5350000,5.35E+17,20190412,,1,영업/정상,0,정상,,,,,055-902-4515,0,,경상남도 김해시 서상동 331-2,"경상남도 김해시 분성로 290, 2층 (서상동)",50920,퍼스트 동물병원,2.02E+13,U,2021-07-07 2:40,,370867.1063,194227.1927,동물병원,,0,
5352,동물병원,02_03_01_P,3090000,3.09E+17,20190410,,1,영업/정상,0,정상,,,,,3491-8000,,,서울특별시 도봉구 방학동 680-1번지 1층,"서울특별시 도봉구 도봉로 669, 1층 (방학동)",1346,현대종합동물병원,2.02E+13,U,2020-06-06 2:40,,203641.7771,462446.5016,동물병원,,0,
5353,동물병원,02_03_01_P,5350000,5.35E+17,20190411,,1,영업/정상,0,정상,,,,,055-337-6890,,,경상남도 김해시 어방동 473,"경상남도 김해시 인제로 166, 3층 (어방동)",50819,해밀동물의료센터,2.02E+13,U,2022-07-28 2:40,,373253.9415,195451.9003,동물병원,,0,0
5354,동물병원,02_03_01_P,4080000,4.08E+17,20190527,,1,영업/정상,0,정상,,,,,,30,,경기도 안성시 죽산면 죽산리 419,경기도 안성시 죽산면 죽산초교길 15,17519,한신동물병원,2.02E+13,U,2021-04-29 2:40,,237305.276,397161.9225,동물병원,,0,
5355,동물병원,02_03_01_P,3230000,3.23E+17,20190516,,1,영업/정상,0,정상,,,,,02-6953-7502,0,,서울특별시 송파구 삼전동 28-2 청목빌딩,"서울특별시 송파구 삼전로 56, 청목빌딩 (삼전동)",5581,헬릭스동물메디컬센터 송파분원,2.02E+13,U,2022-08-21 2:40,,207700.7777,444619.911,동물병원,,0,0
5356,동물병원,02_03_01_P,3930000,3.93E+17,20190429,,1,영업/정상,0,정상,,,,,031-8042-7585,0,,경기도 안산시 단원구 고잔동 534-2번지,"경기도 안산시 단원구 고잔로 88, 207-209호 (고잔동)",15360,참동물의료센터,2.02E+13,I,2019-05-01 2:20,,185396.6848,424095.8853,동물병원,,0,
5357,동물병원,02_03_01_P,3780000,3.78E+17,20190517,,1,영업/정상,0,정상,,,,,031-711-8275,555,,"경기도 성남시 분당구 구미동 157 계영빌딩 202, 203호","경기도 성남시 분당구 성남대로 45, 계영빌딩 202, 203호 (구미동)",13636,24시분당리더스동물의료원,2.02E+13,U,2020-10-14 2:40,,209533.8907,426450.1735,동물병원,,0,
5358,동물병원,02_03_01_P,3510500,3.51E+17,20190520,,1,영업/정상,0,정상,,,,,032-223-0119,,,인천광역시 미추홀구 주안동 302-1 삼성생명빌딩,"인천광역시 미추홀구 경인로 428, 1층 (주안동)",22149,사랑애동물메디컬센터,2.02E+13,U,2022-06-28 2:40,,172292.2713,439554.2346,동물병원,,0,0
5359,동물병원,02_03_01_P,3310000,3.31E+17,20190520,,1,영업/정상,0,정상,,,,,051-626-5050,250.34,,부산광역시 남구 용호동 164번지,"부산광역시 남구 용호로 68, 2층 (용호동)",48523,W동물의료센터,2.02E+13,U,2019-07-12 2:40,,392358.2446,182741.2944,동물병원,,0,
5360,동물병원,02_03_01_P,4180000,4.18E+17,20190407,,1,영업/정상,0,정상,,,,,033-252-3205,0,,강원도 춘천시 후평동 244-34,강원도 춘천시 후석로440번길 10 (후평동),24232,춘천철원화천양구축산업협동조합,2.02E+13,U,2021-09-19 2:40,,265400.3511,487577.8157,동물병원,,L00,0
5361,동물병원,02_03_01_P,3460000,3.46E+17,20190429,,1,영업/정상,0,정상,,,,,053-767-1190,0,,대구광역시 수성구 지산동 1051번지 3층,"대구광역시 수성구 동대구로 36, 3층 (지산동)",42185,대구24시 야간응급연합동물병원,2.02E+13,I,2019-05-01 2:20,,346694.9405,260487.5021,동물병원,,0,
5362,동물병원,02_03_01_P,4280000,4.28E+17,20190425,,1,영업/정상,0,정상,,,,,,0,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376,동성가축병원,2.02E+13,I,2019-04-27 2:20,,323138.1478,430501.165,동물병원,,0,
5363,동물병원,02_03_01_P,4280000,4.28E+17,20190425,,1,영업/정상,0,정상,,,,,,0,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376,동성가축병원,2.02E+13,I,2019-04-27 2:20,,323138.1478,430501.165,동물병원,,0,
5364,동물병원,02_03_01_P,4280000,4.28E+17,20190425,,1,영업/정상,0,정상,,,,,,0,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376,동성가축병원,2.02E+13,I,2019-04-27 2:20,,323138.1478,430501.165,동물병원,,0,
5365,동물병원,02_03_01_P,4280000,4.28E+17,20190425,,1,영업/정상,0,정상,,,,,,0,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376,동성가축병원,2.02E+13,I,2019-04-27 2:20,,323138.1478,430501.165,동물병원,,0,
5366,동물병원,02_03_01_P,4280000,4.28E+17,20190425,,1,영업/정상,0,정상,,,,,,0,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376,동성가축병원,2.02E+13,I,2019-04-27 2:20,,323138.1478,430501.165,동물병원,,0,
5367,동물병원,02_03_01_P,4280000,4.28E+17,20190425,,1,영업/정상,0,정상,,,,,,0,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376,동성가축병원,2.02E+13,I,2019-04-27 2:20,,323138.1478,430501.165,동물병원,,0,
5368,동물병원,02_03_01_P,3930000,3.93E+17,20190527,,1,영업/정상,0,정상,,,,,414-2579,0,,경기도 안산시 상록구 성포동 747 안산파크푸르지오,"경기도 안산시 상록구 화랑로 534, 113,114호 (성포동, 안산파크푸르지오)",15298,미소돌봄동물병원,2.02E+13,U,2021-09-15 2:40,,,,동물병원,,0,0
5369,동물병원,02_03_01_P,3910000,3.91E+17,20190527,,1,영업/정상,0,정상,,,,,031-692-5022,270.98,,경기도 평택시 비전동 1103-1,"경기도 평택시 비전5로 20-24, 더테라스 207,208호 (비전동)",17854,24시 라움동물의료센터,2.02E+13,U,2022-10-16 2:40,,210072.8699,388588.9116,동물병원,,0,0
5370,동물병원,02_03_01_P,3220000,3.22E+17,20190527,,1,영업/정상,0,정상,,,,,02-545-4975,0,,서울특별시 강남구 신사동 586-3 영석빌딩,"서울특별시 강남구 논현로 813, 영석빌딩 지하1층,1층 (신사동)",6032,에이드동물병원,2.02E+13,U,2022-08-20 2:40,,202383.0716,446552.3598,동물병원,,0,0
5371,동물병원,02_03_01_P,4640000,4.64E+17,20190527,,1,영업/정상,0,정상,,,,,063-276-3939,247,,전라북도 전주시 덕진구 송천동2가 1358-3번지 103호,"전라북도 전주시 덕진구 백석로 18, 103호 (송천동2가)",55151,자스민 동물병원,2.02E+13,I,2019-05-29 2:20,,,,동물병원,,0,
5372,동물병원,02_03_01_P,5600000,5.60E+17,20190429,,1,영업/정상,0,정상,,,,,,399.3,,경기도 포천시 자작동 274-11번지,경기도 포천시 호국로 1184 (자작동),11158,한성동물병원,2.02E+13,U,2019-05-15 2:40,,215506.2909,485093.4825,동물병원,,0,
5373,동물병원,02_03_01_P,4390000,4.39E+17,20190425,,1,영업/정상,0,정상,,,,,043-842-4579,0,,충청북도 충주시 금릉동 60-6번지,충청북도 충주시 연수로 6-5 (금릉동),27347,박동물병원,2.02E+13,I,2019-04-27 2:20,,282673.7584,388128.3733,동물병원,,0,
5374,동물병원,02_03_01_P,3780000,3.78E+17,20190609,,1,영업/정상,0,정상,,,,,031-713-7975,275.27,,경기도 성남시 분당구 정자동 169-1 삼성아데나팰리스아파트 A동 101-1호,"경기도 성남시 분당구 성남대로 275, A동 101-1호 (정자동, 삼성아데나팰리스아파트)",13559,더클래스동물메디컬센터,2.02E+13,U,2020-10-18 2:40,,209456.9994,428761.6821,동물병원,,0,
5375,동물병원,02_03_01_P,3010000,3.01E+17,20190513,,1,영업/정상,0,정상,,,,,02-2038-7555,91,,서울특별시 중구 신당동 102-6번지,"서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)",4585,메종동물병원,2.02E+13,I,2019-05-15 2:21,,201341.7923,451246.5719,동물병원,,0,0
5376,동물병원,02_03_01_P,4280000,4.28E+17,20190514,,1,영업/정상,0,정상,,,,,,0,,강원도 평창군 대관령면 차항리 268번지 한우시험장,"강원도 평창군 대관령면 경강로 4937, 한우시험장",25340,국립축산과학원 한우연구소,2.02E+13,I,2019-05-16 2:20,,347837.6049,466490.5171,동물병원,,L00,
5377,동물병원,02_03_01_P,3630000,3.63E+17,20190514,,1,영업/정상,0,정상,,,,,062-956-7566,,,광주광역시 광산구 월곡동 679-6번지,광주광역시 광산구 하남대로 142 (월곡동),62328,광주다온동물병원,2.02E+13,I,2019-05-16 2:20,,182535.6393,186749.9926,동물병원,,0,
5378,동물병원,02_03_01_P,3150000,3.15E+17,20190514,,1,영업/정상,0,정상,,,,,2666-7990,,,서울특별시 강서구 마곡동 743-4번지 마곡엠밸리7단지,"서울특별시 강서구 마곡서로 133, 712동 102-1호 (마곡동, 마곡엠밸리7단지)",7798,참동물병원,2.02E+13,I,2019-05-16 2:20,,184368.6867,451726.4922,동물병원,,0,
5379,동물병원,02_03_01_P,6510000,6.51E+17,20190502,,1,영업/정상,0,정상,,,,,064-756-8275,66,,제주특별자치도 제주시 화북일동 1221-2,"제주특별자치도 제주시 동화로 12, 1층 (화북일동)",63300,삼화 훈 동물병원,2.02E+13,U,2020-12-05 2:40,,160217.8446,2571.51279,동물병원,,0,
5380,동물병원,02_03_01_P,3660000,3.66E+17,20190419,,1,영업/정상,0,정상,,,,,042-488-2777,0,,대전광역시 서구 둔산동 1276,"대전광역시 서구 둔산로 57, 1~3층 (둔산동)",35233,타임동물메디컬센터,2.02E+13,U,2022-09-01 2:40,,234066.0431,316817.8988,동물병원,,0,0
5381,동물병원,02_03_01_P,3030000,3.03E+17,20190513,,1,영업/정상,0,정상,,,,,234094640,30.68,,서울특별시 성동구 송정동 79-2번지,서울특별시 성동구 광나루로 337 (송정동),4801,수동물병원,2.02E+13,I,2019-05-15 2:21,,205868.7289,449587.0093,동물병원,,0,
5382,동물병원,02_03_01_P,3560000,3.56E+17,20190501,,1,영업/정상,0,정상,,,,,5614667,0,,인천광역시 서구 심곡동 303-6,"인천광역시 서구 탁옥로74번길 16, 113호 (심곡동)",22711,연희동물병원,2.02E+13,U,2021-05-16 2:40,,171424.1155,448953.077,동물병원,,0,
5383,동물병원,02_03_01_P,3020000,3.02E+17,20190419,,1,영업/정상,0,정상,,,,,02-719-8275,,,서울특별시 용산구 청파동2가 90-20번지 지상1층,"서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)",4309,원스동물병원,2.02E+13,I,2019-04-21 2:20,,197234.1315,449191.5608,동물병원,,0,
5384,동물병원,02_03_01_P,4390000,4.39E+17,20190418,,1,영업/정상,0,정상,,,,,,4.56,,충청북도 충주시 교현동 346-20번지,충청북도 충주시 천변로 249 (교현동),27384,중원동물병원,2.02E+13,U,2019-04-20 2:40,,283207.2059,386170.5603,동물병원,,0,
5385,동물병원,02_03_01_P,4050000,5.63E+17,20190405,,1,영업/정상,0,정상,,,,,,,,경기도 용인시 기흥구 구갈동 374-1번지 유성빌딩,"경기도 용인시 기흥구 기흥로 12, 1층 (구갈동)",16975,기흥나무동물병원,2.02E+13,I,2019-04-07 2:20,,210240.7175,419481.6008,동물병원,,0,
5386,동물병원,02_03_01_P,4820000,4.82E+17,20190402,,1,영업/정상,0,정상,,,,,,300,,전라남도 순천시 석현동 207-4번지,전라남도 순천시 삼산로 8-1 (석현동),57938,희망동물병원,2.02E+13,U,2019-11-20 2:40,,244173.48,163636.3639,동물병원,,0,
5387,동물병원,02_03_01_P,3380000,3.38E+17,20190402,,1,영업/정상,0,정상,,,,,051-756-0075,,,부산광역시 수영구 광안동 174-5번지,"부산광역시 수영구 광남로 125, 1층 (광안동)",48299,바다동물병원,2.02E+13,I,2019-04-04 2:20,,392768.419,185787.102,동물병원,,0,
5388,동물병원,02_03_01_P,3010000,3.01E+17,20190620,,1,영업/정상,0,정상,,,,,02-2234-7585,52.89,,서울특별시 중구 황학동 2545번지 롯데캐슬베네치아,"서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)",4572,웰니스클리닉(청계천점),2.02E+13,U,2019-10-31 2:40,,201823.909,452076.8187,동물병원,,0,0
5389,동물병원,02_03_01_P,3900000,3.90E+17,20190611,,1,영업/정상,0,정상,,,,,02-6952-2475,196,,경기도 광명시 철산동 259,"경기도 광명시 오리로 870, 서희스타힐스빌딩 2층 (철산동)",14235,광명 24 아이디동물의료센터,2.02E+13,U,2021-11-21 2:40,,188074.6352,441551.8222,동물병원,,0,0
5390,동물병원,02_03_01_P,5020000,5.02E+17,20190425,,1,영업/정상,0,정상,,,,,054-283-8275,0,,경상북도 포항시 남구 오천읍 원리 939번지,경상북도 포항시 남구 오천읍 냉천로 310,37885,굿모닝동물병원,2.02E+13,I,2019-04-30 2:20,,417259.5871,276770.8929,동물병원,,0,
5391,동물병원,02_03_01_P,3830000,3.83E+17,20190327,,1,영업/정상,0,정상,,,,,031-347-0546,94,,경기도 안양시 만안구 안양동 510-6번지 지하 1층,"경기도 안양시 만안구 안양로 150, 지층 (안양동)",14034,JA 임상병리 동물병원,2.02E+13,U,2019-06-21 2:40,,193810.5564,431751.6395,동물병원,,0,
5392,동물병원,02_03_01_P,3820000,3.82E+17,20190430,,1,영업/정상,0,정상,,,,,031-875-7553,,,경기도 의정부시 호원동 454-23,"경기도 의정부시 평화로 205, 1층 (호원동)",11711,다빈치동물병원,2.02E+13,U,2020-09-23 2:40,,204127.3897,467535.4167,동물병원,,0,
5393,동물병원,02_03_01_P,4950000,4.95E+17,20190509,,1,영업/정상,0,정상,,,,,,0,,전라남도 무안군 현경면 외반리 539-1번지,전라남도 무안군 현경면 현해로 115,58512,제일동물병원,2.02E+13,I,2019-05-11 2:20,,145962.8643,169339.5896,동물병원,,0,
5394,동물병원,02_03_01_P,5070000,5.07E+17,20220419,,1,영업/정상,0,정상,,,,,,0,,"경상북도 안동시 태화동 231-23 1층, 우측",경상북도 안동시 태화중앙로 53(태화동),36677,다인동물병원,2.02E+13,U,2022-05-08 2:40,,353068.1067,341111.4023,동물병원,,0,0
5395,동물병원,02_03_01_P,3600000,3.60E+17,20070116,,1,영업/정상,0,정상,,,,,653-7553,27.06,,광주광역시 서구 풍암동 423-2번지 롯데마트 3층,"광주광역시 서구 금화로 240, 3층 (풍암동, 롯데마트)",62048,펫프렌즈동물병원,2.01E+13,I,2018-08-31 23:59,,188791.253,181590.0838,동물병원,,0,
5396,동물병원,02_03_01_P,3600000,3.60E+17,20070614,,1,영업/정상,0,정상,,,,,236-0575,32,,광주광역시 서구 화정동 825-10,"광주광역시 서구 염화로 97, 1층 (화정동)",62037,Dr.남동물병원,2.02E+13,U,2022-03-27 2:40,,188556.0702,182641.9768,동물병원,,0,0
5397,동물병원,02_03_01_P,3600000,3.60E+17,20080401,,1,영업/정상,0,정상,,,,,372-7975,43.56,,광주광역시 서구 화정동 808-13번지,광주광역시 서구 월드컵4강로 88 (화정동),62037,가로수동물병원,2.01E+13,I,2018-08-31 23:59,,188424.6789,182840.6019,동물병원,,0,
5398,동물병원,02_03_01_P,3600000,3.60E+17,20090521,,1,영업/정상,0,정상,,,,,,28.11,,광주광역시 서구 치평동 1239번지 롯데마트 4층,"광주광역시 서구 시청로 40, 4층 (치평동, 롯데마트)",61948,쿨펫동물병원,2.01E+13,I,2018-08-31 23:59,,186476.0109,183702.2929,동물병원,,0,
5399,동물병원,02_03_01_P,3600000,3.60E+17,20110922,,1,영업/정상,0,정상,,,,,368-8288,0,,광주광역시 서구 광천동 625-3번지,광주광역시 서구 죽봉대로 135 (광천동),61914,백제동물병원,2.02E+13,I,2018-08-31 23:59,,189326.0134,185150.1269,동물병원,,0,
5400,동물병원,02_03_01_P,3600000,3.60E+17,20110601,,1,영업/정상,0,정상,,,,,062-527-7588,53.95,,광주광역시 서구 동천동 595 8통6반,광주광역시 서구 하남대로 672 (동천동),61903,유림동물병원,2.02E+13,U,2021-01-24 2:40,,187714.4524,185832.7037,동물병원,,0,
5401,동물병원,02_03_01_P,3600000,3.60E+17,20120209,,1,영업/정상,0,정상,,,,,383-7595,521.11,,광주광역시 서구 쌍촌동 1248-18번지,광주광역시 서구 운천로 110-1 (쌍촌동),62023,윌 동물외상센터,2.02E+13,U,2018-09-18 23:59,,187013.0592,182613.557,동물병원,,0,
5402,동물병원,02_03_01_P,3600000,3.60E+17,20130204,,1,영업/정상,0,정상,,,,,655-7975,0,,광주광역시 서구 풍암동 987-1번지,광주광역시 서구 풍금로38번길 59 (풍암동),62049,사랑가득 동물병원,2.02E+13,U,2020-01-02 2:40,,187935.9098,180676.6151,동물병원,,0,
5403,동물병원,02_03_01_P,3600000,3.60E+17,20130927,,1,영업/정상,0,정상,,,,,375-5110,529.01,,광주광역시 서구 화정동 755-19,"광주광역시 서구 화운로 111, 1층 (화정동)",61987,베스트동물병원,2.02E+13,U,2022-05-28 2:40,,188891.3376,183353.2705,동물병원,,0,0
5404,동물병원,02_03_01_P,3610000,3.61E+17,20040903,,1,영업/정상,0,정상,,,,,062-671-7007,112.2,,광주광역시 남구 구동 37-23,광주광역시 남구 천변좌로 370 (구동),,서현동물병원,2.02E+13,U,2020-09-26 2:40,,191921.4195,182952.9099,동물병원,,0,
5405,동물병원,02_03_01_P,3610000,3.61E+17,20041104,,1,영업/정상,0,정상,,,,,653-1175,50,,광주광역시 남구 주월동 387-2번지,광주광역시 남구 서문대로 791-1 (주월동),61721,수동물병원,2.02E+13,U,2019-01-16 2:40,,190641.9294,181211.9453,동물병원,,0,
5406,동물병원,02_03_01_P,3610000,3.61E+17,20050816,,1,영업/정상,0,정상,,,,,,0,,광주광역시 남구 방림동 57-25번지,광주광역시 남구 용대로 154-2 (방림동),61676,고려동물병원,2.02E+13,U,2019-01-16 2:40,,192484.7855,181196.8465,동물병원,,0,
5407,동물병원,02_03_01_P,3610000,3.61E+17,20060724,,1,영업/정상,0,정상,,,,,,84.6,,광주광역시 남구 진월동 249 대주아파트,"광주광역시 남구 서문대로678번길 7, 202호 (진월동, 대주아파트)",61709,진월24동물병원,2.02E+13,U,2021-04-28 2:40,,190833.8105,180136.5608,동물병원,,0,
5408,동물병원,02_03_01_P,3610000,3.61E+17,20061016,,1,영업/정상,0,정상,,,,,062-674-1232,0,,광주광역시 남구 송하동 262-1,광주광역시 남구 송암로24번길 52 (송하동),61740,광주축산농협동물병원,2.02E+13,U,2022-05-11 2:40,,189412.4753,178998.3946,동물병원,,L00,0
5409,동물병원,02_03_01_P,3610000,3.61E+17,20080401,,1,영업/정상,0,정상,,,,,682-7553,0,,광주광역시 남구 봉선동 1064,"광주광역시 남구 봉선로 198 (봉선동, 이마트)",61705,센트럴,2.02E+13,U,2021-08-01 2:40,,192271.7882,180371.7891,동물병원,,0,0
5410,동물병원,02_03_01_P,3610000,3.61E+17,20090918,,1,영업/정상,0,정상,,,,,062-352-0101,0,,광주광역시 남구 월산동 1035-18번지,광주광역시 남구 대남대로 309-1 (월산동),61614,그린동물병원,2.02E+13,U,2019-01-16 2:40,,190325.9821,182279.0091,동물병원,,0,
5411,동물병원,02_03_01_P,3610000,3.61E+17,20030318,,1,영업/정상,0,정상,,,,,,0,,광주광역시 남구 백운동 348-1번지,"광주광역시 남구 독립로 82, 1층 (백운동)",61645,다솜동물병원,2.02E+13,U,2020-03-14 2:40,,191046.1947,182418.6788,동물병원,,0,
5412,동물병원,02_03_01_P,3610000,3.61E+17,20030319,,1,영업/정상,0,정상,,,,,062-671-8288,0,,광주광역시 남구 사동 79번지,광주광역시 남구 천변좌로 394 (사동),,희망동물병원,2.02E+13,U,2019-01-16 2:40,,192084.9779,182764.4366,동물병원,,0,
5413,동물병원,02_03_01_P,3610000,3.61E+17,20110801,,1,영업/정상,0,정상,,,,,,66,,광주광역시 남구 봉선동 1080번지 남양휴튼 B동 103호,"광주광역시 남구 봉선로 115, B동 103호 (봉선동,남양휴튼)",,늘푸른 동물병원,2.02E+13,U,2019-01-20 2:40,,191587.7523,180637.6462,동물병원,,0,
5414,동물병원,02_03_01_P,3600000,3.60E+17,20030730,,1,영업/정상,0,정상,,,,,382-7588,90,,광주광역시 서구 금호동 753-2번지,광주광역시 서구 운천로 29 (금호동),62006,좋은동물병원,2.01E+13,I,2018-08-31 23:59,,187064.13,181802.595,동물병원,,0,
5415,동물병원,02_03_01_P,3610000,3.61E+17,20170106,,1,영업/정상,0,정상,,,,,652-8788,109,,광주광역시 남구 주월동 404-15,"광주광역시 남구 서문대로 763 (주월동, 길동물병원)",61722,길동물병원,2.02E+13,U,2022-06-16 2:40,,190564.1686,180932.7148,동물병원,,0,0
5416,동물병원,02_03_01_P,3610000,3.61E+17,20170313,,1,영업/정상,0,정상,,,,,062-714-1755,243,,광주광역시 남구 주월동 621-1,광주광역시 남구 금화로 376 (주월동),61602,이룸외과동물병원,2.02E+13,U,2022-05-14 2:40,,189619.3016,182462.4559,동물병원,,0,0
